emp_title,emp_length,home_ownership,annual_inc,verification_status,addr_state,avg_cur_bal,Tot_cur_bal,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,pymnt_plan,type,purpose,description
Fund Administrator,6 years,MORTGAGE,50000,Source Verified,NJ,45314,271885,Current,4100,NJ,4100, 36 months,0.1903,150.36,D,false,Individual,debt_consolidation,Debt consolidation
Postmaster,10+ years,MORTGAGE,92000,Source Verified,IL,12563,87939,Current,3600,IL,3600, 36 months,0.0824,113.21,B,false,INDIVIDUAL,home_improvement,Home improvement
Vice President Heart Institute,10+ years,MORTGAGE,440000,Verified,NC,33757,708903,Current,33400,NC,33400, 36 months,0.0797,1046.1801,A,false,Individual,home_improvement,Home improvement
Cook Supervisor,8 years,MORTGAGE,65000,Verified,KY,11888,213989,Current,30000,KY,30000, 36 months,0.1691,1068.24,C,false,Individual,debt_consolidation,Debt consolidation
Cable Tech IV,10+ years,MORTGAGE,76000,Not Verified,WA,29162,174973,Current,20000,WA,20000, 60 months,0.1349,460.10001,C,false,Individual,credit_card,Credit card refinancing
National Sales Director,10+ years,MORTGAGE,110000,Not Verified,IN,4824,33769,Current,18000,IN,18000, 36 months,0.0749,559.83002,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Senior Admin Support,10+ years,RENT,72600,Not Verified,CA,5632,22529,Current,18000,CA,18000, 36 months,0.1091,588.53998,B,false,Individual,credit_card,Credit card refinancing
Director ,10+ years,MORTGAGE,188000,Source Verified,TX,39029,429321,Current,24000,TX,24000, 36 months,0.1199,797.03003,B,false,Individual,home_improvement,Home improvement
Owner,< 1 year,RENT,119000,Not Verified,OH,11701,128714,Current,31900,OH,31900, 36 months,0.124,1065.65,B,false,Individual,debt_consolidation,Debt consolidation
Admin/ Buyer ,3 years,MORTGAGE,60000,Source Verified,TX,7868,133752,Current,6000,TX,6000, 36 months,0.1349,203.59,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Claims Adjuster,2 years,RENT,52000,Verified,NY,1826,20089,Fully Paid,5600,NY,5600, 36 months,0.1099,183.32001,B,false,Individual,credit_card,Credit card refinancing
Registered nurse ,10+ years,MORTGAGE,100000,Source Verified,CA,24173,217561,Current,32000,CA,32000, 36 months,0.1261,1072.21,C,false,Individual,debt_consolidation,Debt consolidation
Operation Section Manager,10+ years,MORTGAGE,145000,Verified,IL,5329,63952,Fully Paid,32000,IL,32000, 36 months,0.0999,1032.4,B,false,Individual,debt_consolidation,Debt consolidation
Community Care Worker II,1 year,RENT,35000,Source Verified,TX,3055,24436,Current,9400,TX,9400, 36 months,0.1695,334.91,C,false,Individual,debt_consolidation,Debt consolidation
IT Consulting Manager,10+ years,MORTGAGE,155000,Verified,PA,6281,200977,Fully Paid,35000,PA,35000, 60 months,0.1884,904.84998,E,false,Individual,small_business,Business
Police officer,4 years,MORTGAGE,60000,Not Verified,OH,18985,208831,Current,8000,OH,8000, 36 months,0.0899,254.37,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Assistant Bank Manager,10+ years,MORTGAGE,55000,Verified,TX,35783,429393,In Grace Period,22175,TX,22175, 60 months,0.1599,539.14001,C,false,Joint App,debt_consolidation,Debt consolidation
Stylist,3 years,RENT,36000,Source Verified,CA,2291,16036,Current,8000,CA,8000, 36 months,0.1699,285.19,D,false,INDIVIDUAL,major_purchase,Major purchase
PRINCIPAL,10+ years,RENT,128000,Source Verified,CA,3215,12858,Current,15000,CA,15000, 36 months,0.0944,480.07999,B,false,Individual,credit_card,Credit card refinancing
Service Technician,3 years,MORTGAGE,70000,Source Verified,TX,13272,225621,Fully Paid,10000,TX,10000, 36 months,0.1153,329.91,B,false,Individual,credit_card,Credit card refinancing
Closing Director,10+ years,MORTGAGE,150000,Verified,AZ,53241,905104,Current,35000,AZ,35000, 36 months,0.0791,1095.33,A,false,INDIVIDUAL,credit_card,Credit card refinancing
Milk reciever ,10+ years,RENT,56000,Not Verified,OH,14110,155210,Fully Paid,24625,OH,24625, 60 months,0.1786,623.44,D,false,Individual,debt_consolidation,Debt consolidation
Cashier,< 1 year,RENT,10400,Source Verified,TX,513,1539,Charged Off,2000,TX,2000, 36 months,0.1399,68.349998,C,false,Individual,major_purchase,Major purchase
adjustment rep,8 years,MORTGAGE,25000,Source Verified,WI,3889,23334,Fully Paid,5200,WI,5200, 36 months,0.1153,171.55,B,false,Individual,credit_card,Credit card refinancing
Supervisor ,7 years,MORTGAGE,70000,Source Verified,OH,5140,56538,Current,31900,OH,31900, 60 months,0.1695,791.94,C,false,Joint App,debt_consolidation,Debt consolidation
Service provider,10+ years,MORTGAGE,100000,Source Verified,AL,2500,57510,Charged Off,35000,AL,35000, 60 months,0.2677,1063.9399,G,false,Individual,debt_consolidation,Debt consolidation
Tech Manager,5 years,MORTGAGE,140000,Not Verified,IL,48469,533161,Current,19200,IL,19200, 36 months,0.0532,578.21002,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Command Master Chief,10+ years,MORTGAGE,92000,Not Verified,GA,27628,248654,Current,20000,GA,20000, 36 months,0.1262,670.22998,C,false,Individual,debt_consolidation,Debt consolidation
Professional Relations manager,10+ years,MORTGAGE,115000,Verified,IL,20379,305692,Current,30000,IL,30000, 60 months,0.1091,650.92999,B,false,Individual,credit_card,Credit card refinancing
usps,10+ years,MORTGAGE,75000,Not Verified,TX,19747,138230,Fully Paid,2000,TX,2000, 36 months,0.1433,68.68,C,false,INDIVIDUAL,debt_consolidation,money loan
Teacher,10+ years,MORTGAGE,115000,Source Verified,IN,10091,252276,Current,24000,IN,24000, 60 months,0.1474,567.69,C,false,Individual,home_improvement,Home improvement
Sales Associate,3 years,RENT,19537,Source Verified,NE,1095,6569,Fully Paid,4050,NE,4050, 36 months,0.1825,146.92999,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Supervisor,2 years,MORTGAGE,65000,Not Verified,TN,12955,90686,Current,12000,TN,12000, 36 months,0.1279,403.12,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Assistant CSR,9 years,OWN,48000,Not Verified,NY,8436,84361,Charged Off,12000,NY,12000, 60 months,0.0999,254.91,B,false,Individual,credit_card,Credit card refinancing
Shipping manager ,3 years,RENT,25000,Verified,NY,443,6204,Fully Paid,7000,NY,7000, 36 months,0.1042,227.25999,B,false,Individual,debt_consolidation,Debt consolidation
Sales Manager,5 years,RENT,70000,Source Verified,IL,4590,22952,In Grace Period,17975,IL,17975, 60 months,0.1499,427.53,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Postmaster,10+ years,MORTGAGE,76000,Verified,TX,29113,262015,Fully Paid,35000,TX,35000, 36 months,0.1099,1145.6899,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Physician,10+ years,MORTGAGE,225000,Source Verified,GA,43772,525269,Current,10000,GA,10000, 36 months,0.1049,324.98001,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Soldier,7 years,MORTGAGE,66000,Source Verified,MN,44732,268394,Charged Off,12000,MN,12000, 60 months,0.1399,279.16,C,false,Individual,debt_consolidation,Debt consolidation
Officer,10+ years,MORTGAGE,95000,Source Verified,MA,14435,230954,Fully Paid,38000,MA,38000, 36 months,0.1155,1254,B,false,Individual,debt_consolidation,Debt consolidation
Asst Vice President/Manager,1 year,MORTGAGE,82000,Source Verified,RI,21768,326517,Current,20000,RI,20000, 36 months,0.1147,659.23999,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Head of Sales,2 years,RENT,43680,Source Verified,MA,3372,53958,Current,9000,MA,9000, 36 months,0.1447,309.66,C,false,Individual,debt_consolidation,Debt consolidation
Sales,10+ years,OWN,50000,Source Verified,OH,4099,36888,Current,1500,OH,1500, 36 months,0.1399,51.259998,C,false,INDIVIDUAL,home_improvement,Home improvement
Sr. Asset Manager,10+ years,MORTGAGE,85000,Source Verified,NY,14198,241369,Current,35000,NY,35000, 36 months,0.0611,1066.52,A,false,Individual,credit_card,Credit card refinancing
Financial Management Analyst,10+ years,MORTGAGE,230000,Source Verified,MD,47161,707412,Current,35000,MD,35000, 60 months,0.0839,716.22998,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Technician ,1 year,MORTGAGE,65000,Not Verified,KY,20375,183378,Current,8000,KY,8000, 36 months,0.1262,268.09,C,false,Joint App,debt_consolidation,Debt consolidation
Storage Engineer,2 years,MORTGAGE,102000,Source Verified,OR,2308,2308,Fully Paid,27000,OR,27000, 60 months,0.0999,573.53998,B,false,Individual,home_improvement,Home improvement
Facilities Director,9 years,MORTGAGE,100000,Source Verified,FL,8568,171361,Fully Paid,16000,FL,16000, 36 months,0.0839,504.26999,B,false,INDIVIDUAL,credit_card,Credit card refinancing
TEACHER,10+ years,RENT,55000,Source Verified,FL,7285,21855,Current,6000,FL,6000, 36 months,0.1042,194.78999,B,false,Individual,debt_consolidation,Debt consolidation
Owner,10+ years,OWN,96000,Verified,FL,4467,40199,Late (31-120 days),19200,FL,19200, 36 months,0.2,713.54999,D,false,Individual,debt_consolidation,Debt consolidation
TLC Driver,4 years,RENT,85000,Not Verified,NY,8375,41875,Current,15000,NY,15000, 60 months,0.2089,404.88,D,false,Individual,credit_card,Credit card refinancing
Housing Manager,10+ years,MORTGAGE,65000,Not Verified,AZ,12938,142317,Fully Paid,7000,AZ,7000, 36 months,0.0603,213.05,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
maintenance,< 1 year,OWN,70000,Source Verified,IN,4680,42124,Current,15000,IN,15000, 60 months,0.2,397.41,D,false,Individual,debt_consolidation,Debt consolidation
AR Supervisor,2 years,MORTGAGE,60000,Verified,MN,38485,269397,Current,16000,MN,16000, 60 months,0.1042,343.26999,B,false,Individual,car,Car financing
Administrative Assistant,< 1 year,RENT,48000,Source Verified,CA,2844,45507,Fully Paid,9000,CA,9000, 36 months,0.1099,294.60999,B,false,Individual,credit_card,Credit card refinancing
Emerson,10+ years,RENT,125000,Source Verified,OH,51476,308856,Fully Paid,21875,OH,21875, 36 months,0.0603,665.78003,A,false,INDIVIDUAL,debt_consolidation,Off CreditCard
concret finisher,1 year,MORTGAGE,60000,Not Verified,CA,6911,158944,Charged Off,17000,CA,17000, 60 months,0.1449,399.89999,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Store Manager,7 years,RENT,43000,Not Verified,FL,6509,149697,Current,7925,FL,7925, 36 months,0.1033,256.95001,B,false,Individual,credit_card,Credit card refinancing
MEDICAL BILLER,< 1 year,MORTGAGE,24000,Source Verified,CO,2784,41756,Current,9075,CO,9075, 36 months,0.1398,310.07999,C,false,INDIVIDUAL,credit_card,Credit card refinancing
Funeral Director,1 year,MORTGAGE,55000,Not Verified,IL,1562,9371,Current,6000,IL,6000, 36 months,0.0839,189.10001,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Cash and Collection Analyst,10+ years,RENT,58000,Not Verified,TX,3287,42725,Fully Paid,8400,TX,8400, 36 months,0.0999,271.01001,B,false,Individual,credit_card,Credit card refinancing
Industrial Insulator ,2 years,RENT,68000,Not Verified,TX,1496,13460,Current,20000,TX,20000, 60 months,0.1102,435.04999,B,false,Individual,debt_consolidation,Debt consolidation
Solutions Development Sr. Manager,5 years,RENT,112000,Not Verified,AZ,7269,14537,Current,10000,AZ,10000, 60 months,0.1262,225.60001,C,false,Individual,debt_consolidation,Debt consolidation
Wiener Realtor,10+ years,RENT,30000,Verified,NY,943,30168,Fully Paid,10000,NY,10000, 60 months,0.2049,267.67999,E,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Mathematics teacher,5 years,RENT,45000,Not Verified,OR,3682,25772,Current,10000,OR,10000, 60 months,0.124,224.48,B,false,Individual,credit_card,Credit card refinancing
General Manager,10+ years,MORTGAGE,54000,Source Verified,KS,10279,123342,Current,10000,KS,10000, 36 months,0.2089,376.19,D,false,Individual,vacation,Vacation
Ultrasound Technician,4 years,RENT,65000,Not Verified,KS,7647,68831,Fully Paid,12000,KS,12000, 36 months,0.0838,378.14999,B,false,Individual,credit_card,Credit card refinancing
Senior Mainframe Systems Analyst,10+ years,MORTGAGE,150000,Verified,NJ,35839,465908,Fully Paid,31850,NJ,31850, 60 months,0.1367,735.65997,C,false,Individual,debt_consolidation,Debt consolidation
VP,10+ years,RENT,179000,Verified,TX,10986,98872,Fully Paid,35000,TX,35000, 36 months,0.1757,1257.8,D,false,INDIVIDUAL,small_business,Business
Quality Technician,10+ years,OWN,42000,Verified,AR,2820,5639,Current,12000,AR,12000, 36 months,0.0993,386.82001,B,false,Individual,other,Other
Senior Manager,< 1 year,MORTGAGE,145000,Source Verified,CA,12136,169908,Current,16000,CA,16000, 36 months,0.1099,523.75,B,false,INDIVIDUAL,credit_card,Credit card refinancing
Assessment developer,1 year,RENT,58000,Verified,NJ,11658,46630,Fully Paid,19475,NJ,19475, 36 months,0.1714,695.70001,D,false,Individual,credit_card,Credit card refinancing
Retail Sales Operations ,3 years,MORTGAGE,55000,Verified,NV,31885,255077,Current,11000,NV,11000, 36 months,0.139,375.42001,C,false,Individual,credit_card,Credit card refinancing
Security Officer,10+ years,RENT,86000,Not Verified,CA,2031,10153,Current,6850,CA,6850, 36 months,0.0797,214.56,A,false,Individual,credit_card,Credit card refinancing
billing clerk,10+ years,MORTGAGE,46758,Verified,MA,20259,141812,Charged Off,10000,MA,10000, 36 months,0.288,417.97,D,false,Individual,home_improvement,Home improvement
Helpdesk,10+ years,MORTGAGE,50000,Not Verified,MO,12703,177840,Fully Paid,11000,MO,11000, 36 months,0.0649,337.09,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Network Analyst,3 years,RENT,30000,Source Verified,AR,4040,28279,Current,5000,AR,5000, 36 months,0.2185,190.57001,D,false,Joint App,credit_card,Credit card refinancing
Environmental aid ,4 years,MORTGAGE,47326,Source Verified,NJ,17352,208219,Current,30000,NJ,30000, 60 months,0.1261,676.62,C,false,Joint App,home_improvement,Home improvement
Government Underwriter,1 year,MORTGAGE,106200,Not Verified,TX,33075,330745,Fully Paid,16000,TX,16000, 36 months,0.0532,481.84,A,false,Individual,debt_consolidation,Debt consolidation
LPN,4 years,RENT,42000,Source Verified,OH,3426,37688,Current,12000,OH,12000, 36 months,0.0611,365.67001,A,false,Individual,credit_card,Credit card refinancing
LVN,5 years,RENT,40000,Source Verified,CA,2495,32433,Current,14000,CA,14000, 36 months,0.1042,454.51001,B,false,Individual,debt_consolidation,Debt consolidation
"Administrative Asst,   Staff Person ",10+ years,MORTGAGE,85000,Not Verified,PA,4249,84975,Current,20000,PA,20000, 60 months,0.1308,455.89001,B,false,Individual,debt_consolidation,Debt consolidation
Branch Administrator,10+ years,RENT,63000,Not Verified,NM,7225,50572,Current,3200,NM,3200, 36 months,0.0899,101.75,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Facilities Mananger,10+ years,MORTGAGE,52445,Verified,FL,28887,317761,Current,40000,FL,40000, 60 months,0.1614,975.71002,C,false,Joint App,debt_consolidation,Debt consolidation
Store manager,7 years,MORTGAGE,52000,Source Verified,AZ,33329,166643,Fully Paid,20800,AZ,20800, 60 months,0.1655,511.92001,D,false,Individual,debt_consolidation,Debt consolidation
Quality Assurance Analys,3 years,RENT,49130,Verified,HI,8577,77193,Fully Paid,4000,HI,4000, 36 months,0.1408,136.87,C,false,Individual,debt_consolidation,Debt consolidation
Executive Director,3 years,RENT,80000,Source Verified,TX,3304,42949,Current,15000,TX,15000, 36 months,0.1149,494.57001,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Technical Manager,10+ years,RENT,130000,Verified,NY,7898,63190,Fully Paid,28000,NY,28000, 60 months,0.2099,757.34003,E,false,Individual,debt_consolidation,Debt consolidation
MPRF,10+ years,MORTGAGE,73210,Verified,WA,29138,233107,Fully Paid,32000,WA,32000, 36 months,0.151,1110.86,C,false,INDIVIDUAL,debt_consolidation,happiness
Corrections Officer,10+ years,RENT,45505,Source Verified,WA,2127,25519,Charged Off,10200,WA,10200, 36 months,0.1629,360.07001,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Accounting Manager,2 years,RENT,48000,Source Verified,OH,2984,50732,Current,12800,OH,12800, 60 months,0.1659,315.29999,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Lead Arc Eng,10+ years,MORTGAGE,106900,Verified,VA,2800,39204,Current,8400,VA,8400, 36 months,0.1349,285.01999,C,false,INDIVIDUAL,credit_card,Credit card refinancing
Principal,10+ years,RENT,124500,Source Verified,IL,4038,28266,Fully Paid,8400,IL,8400, 36 months,0.0749,261.26001,A,false,Individual,debt_consolidation,Debt consolidation
Home Care RN,3 years,MORTGAGE,57000,Not Verified,MN,15194,212718,Current,22400,MN,22400, 60 months,0.1139,491.39999,B,false,Joint App,debt_consolidation,Debt consolidation
Line Driver,10+ years,MORTGAGE,95000,Not Verified,CO,24438,366571,Current,20000,CO,20000, 36 months,0.0531,602.21002,A,false,Individual,debt_consolidation,Debt consolidation
store manager,3 years,RENT,52000,Source Verified,FL,4203,25219,Current,1950,FL,1950, 36 months,0.1199,64.760002,C,false,INDIVIDUAL,credit_card,Credit card refinancing
Manager,4 years,RENT,103000,Verified,TX,11233,67396,Current,4000,TX,4000, 36 months,0.2145,151.63,D,false,Individual,car,Car financing
Special Agent,10+ years,MORTGAGE,127000,Verified,LA,16912,304407,Current,40000,LA,40000, 36 months,0.0611,1218.88,A,false,Individual,credit_card,Credit card refinancing
Director of Sales,2 years,MORTGAGE,65000,Source Verified,OH,40629,325032,Current,16000,OH,16000, 60 months,0.0917,333.45999,B,false,INDIVIDUAL,credit_card,Credit card refinancing
Sr. Director of Reimbursement,5 years,MORTGAGE,90000,Verified,OK,18552,185522,Fully Paid,7000,OK,7000, 36 months,0.1274,234.99001,C,false,Individual,major_purchase,Major purchase
Lead Officer,10+ years,RENT,55000,Verified,CA,1885,24511,Current,11950,CA,11950, 36 months,0.1349,405.47,C,false,Individual,debt_consolidation,Debt consolidation
Director of Human Resources,10+ years,MORTGAGE,160000,Source Verified,CA,6796,33980,Fully Paid,21125,CA,21125, 60 months,0.2399,607.60999,E,false,INDIVIDUAL,home_improvement,Home improvement
Registered Nurse,9 years,OWN,47059,Not Verified,IN,1767,28265,Fully Paid,7000,IN,7000, 36 months,0.079,219.03999,A,false,INDIVIDUAL,credit_card,Credit card refinancing
Senior Analyst,2 years,RENT,100000,Source Verified,CA,7073,21220,Fully Paid,20000,CA,20000, 60 months,0.1318,456.91,C,false,Individual,other,Other
CNC Operator,4 years,MORTGAGE,34062,Not Verified,OH,21299,106495,Current,8000,OH,8000, 36 months,0.0649,245.16,A,false,INDIVIDUAL,major_purchase,Major purchase
REPRESENTATIVE ,10+ years,MORTGAGE,85000,Verified,CA,35189,527838,Current,10000,CA,10000, 60 months,0.1505,238.17,C,false,Individual,credit_card,Credit card refinancing
Manager,4 years,MORTGAGE,92000,Source Verified,CA,28393,397507,Current,35000,CA,35000, 60 months,0.2849,1100.13,G,false,INDIVIDUAL,debt_consolidation,Debt consolidation
